212.1.116.1, None, [6846], {12593, 6846}, 237.0
129.250.2.71, None, [2914], {2914}, 231.98958333333334
2001:578:1000:4::d1, None, [22773], {22773}, 43.0
2a01:578:0:4009:8000:0:6442:b2e, None, [16509], {16509}, 61.22222222222222
64.125.29.55, 6461, [6461], {6461}, 232.0
2a02:2178:0:21::2, None, [29075], {-285, -250, 5511, 29075, 6939}, 46.2421875
200.141.243.171, 7738, [7738], {7738}, 42.0
100.91.208.114, None, [0], {0}, 235.0
213.198.72.15, None, [2914], {2914, 6663}, 231.65656565656565
100.65.0.1, None, [0], {0, 16509}, 251.85639686684073
5.53.3.242, 12956, [12956], {12956}, 231.0
2a01:4f8:0:3::352, None, [24940], {2914, 24940}, 49.0
100.91.198.74, None, [0], {0}, 230.29545454545453
209.85.241.180, 15169, [15169], {15169}, 238.0
195.89.124.58, None, [1273], {0, 1273, 8866}, 47.22326674500587
195.2.28.25, 1273, [1273], {1273}, 241.0
155.12.0.90, 37084, [37084], {0, 37084, 6453}, 237.0
2001:7f8:8:20:0:22bd:0:1, None, [-270], {-270, 16509, 8893}, 51.333333333333336
202.70.93.185, 23752, [23752], {23752}, 234.36743215031316
100.91.204.16, None, [0], {0}, 235.0
65.113.42.245, None, [209], {0, 209}, 244.0
2403:e800:105:36::1, None, [4637], {1221, 4637}, 58.0
2001:41a8:5000::5, None, [6762], {6762, 1299}, 43.5
108.170.0.37, 20454, [20454], {4637, 6461, 20454}, 43.33449477351916
81.20.69.254, 12859, [2914], {-23, 2914, 12859}, 233.41558441558442
100.91.7.161, None, [0], {0, 16509}, 238.71428571428572
100.91.189.44, None, [0], {0}, 226.93023255813952
100.100.2.76, None, [0], {0, 3356, 3549}, 235.80645161290323
87.251.32.22, 12859, [12859], {12859}, 41.247395833333336
54.239.106.21, 16509, [0], {0}, 247.0
2001:550:0:1000::9a18:132a, None, [174], {174, 6503}, 48.0
2001:15c2:4:42::1, None, [8591], {8447, 198644, 34779, 8591}, 45.65972222222222
100.91.146.252, None, [0], {0}, 231.0
195.2.24.210, 1273, [1273], {1273}, 238.93548387096774
216.239.58.132, 15169, [15169], set(), nan
2400:dd00:0:33::200, None, [7497], {7497}, 46.0
2001:438:ffff::407d:1e4b, None, [6461], {6461}, 44.0
100.66.4.45, 9583, [0], {0}, 250.59183673469389
2620:107:4000:9001::d, None, [0], {0}, 35.2
2620:107:4000:9000::51, None, [0], {0}, 38.0
2605:a200:1000::5, None, [33576], {33576, 27800, 6461}, 51.0
178.17.170.109, None, [43289], {43289, 16509}, 39.97286012526096
52.93.16.85, None, [0], {0, -285, 2611, 1299, 3257, 16509}, 246.12010919017288
100.91.168.56, None, [0], {0}, 232.0
100.91.163.100, None, [0], {0}, 230.9090909090909
100.64.164.25, None, [0], {0}, 240.0
203.131.241.82, 58453, [2914], {2914, 58453}, 232.0
5.53.1.167, 18881, [12956], {12956}, 244.0
38.104.103.70, 19255, [174], {174, 19255}, 235.39791666666667
154.54.2.250, 174, [174], {174}, 236.0
200.57.0.134, None, [18734], {-236, 18734}, 238.9278350515464
52.93.2.147, None, [0], {0}, 243.0
2a01:578:0:4301:8000:0:6442:7b, None, [16509], {16509}, 62.0
2001:7f8::201a:0:1, None, [-207], {-207, 8218, 16509}, 54.0
2a02:2d8::57f5:e0e5, None, [9002], {0, 4761, 9002, 4764}, 50.962138084632514
64.125.27.63, 36180, [6461], {6461}, 235.66666666666666
52.93.4.18, 16509, [0], {0}, 251.0
100.91.157.37, None, [0], {0}, 242.0
4.69.203.169, 3356, [3356], {16509, 3356, 3549, 852}, 58.0
2a01:578:0:4500:8000:0:6442:e4, None, [16509], {16509}, 63.0
143.137.130.1, None, [262633], {262633, 262589}, 48.0
100.91.223.132, None, [0], {0}, 236.4512195121951
2a01:578::18, None, [16509], {16509}, 49.0
2001:470:0:3ff::2, None, [6939], set(), nan
100.91.177.213, None, [0], {0}, 239.0
100.91.19.85, None, [0], {0}, 244.0
2a01:578:0:4009:8000:0:6442:487, None, [16509], {16509}, 59.0
173.199.112.33, None, [20473], set(), nan
69.16.1.22, 1968, [1968], {1968, 174}, 232.0
2001:2000:3080:1385::1, None, [1299], {1299, 16509}, 55.0
2a01:28:b:4::4, None, [39392], {39392, 3257, 201011}, 44.329861111111114
72.52.92.245, 6939, [6939], {6939}, 46.666666666666664
100.91.135.21, None, [0], {0}, 242.0
195.22.205.24, None, [6762], set(), nan
2001:688:0:2:8::41, None, [5511], {6762, 5511}, 44.989583333333336
52.93.37.74, None, [0], {0, -527}, 234.0
2001:1960:c:af::1, None, [5650], {5650}, 43.0
2a02:2d8::57f5:e07b, None, [9002], {0, 31272, 9002, 6762}, 46.17916666666667
54.239.107.89, 16509, [0], {0, 16509}, 246.44410876132932
2001:67c:16c8:fffd::2, None, [206479], {-207, -410, -185, 206479}, 41.73385012919896
52.94.34.28, None, [16509], {1299, 16509}, 246.0
2001:1438:0:1::3:472, None, [8881], {0, 8881}, 44.92307692307692
216.6.57.5, None, [6453], {6453}, 227.70071258907365
64.125.27.165, 6461, [6461], {6461}, 236.66666666666666
2a07:abc3:0:3::33, None, [62000], {62000, 8218, 6939}, 48.9921568627451
2001:12f0:600::5, None, [1916], {1916}, 43.65013054830287
210.171.224.197, 32787, [-396], {0, 32787, -396, 16509}, 238.33333333333334
144.48.4.1, None, [137443], {2914, 137443}, 237.0
100.91.36.221, None, [0], {0}, 242.0
87.226.151.119, 12389, [12389], {12389}, 226.0
100.91.7.99, None, [0], {0}, 244.0
2001:688:0:2::e8, None, [5511], {5511}, 49.0
2a02:2d8:0:818:232a::1, None, [9002], {9002, 47764}, 49.0
212.73.250.38, None, [3356], {3356, 16509}, 250.0
2001:5a0:2000:400::4a, None, [6453], {6453}, 50.0
62.115.116.17, None, [1299], {1299}, 240.44845360824743
100.66.10.64, None, [0], {0}, 252.26666666666668
14.140.113.241, None, [4755], {4755, 45820}, 230.0
197.225.161.249, None, [23889], {23889, 30999}, 232.69554455445544
100.91.20.178, None, [0], {0}, 238.0
77.214.52.102, None, [9158], {16509, 9158}, 36.10546875
100.91.25.32, None, [0], {0}, 238.125
100.91.190.115, None, [0], {0}, 222.25
208.184.53.226, 7821, [6461], {6461, 7821}, 235.8
185.41.104.3, None, [201709], {201709, 6805}, 230.98958333333334
52.93.139.80, None, [0], {0}, 240.20833333333334
52.93.111.6, 16509, [0], set(), nan
168.143.228.193, None, [2914], {0, 2914}, 239.0
176.32.106.238, 16509, [16509], {0, 16509, 2110}, 241.1818181818182
62.115.112.14, None, [1299], {1299}, 241.0
150.99.68.230, 2907, [2907], {2914, 2907}, 238.0
100.66.19.10, None, [0], {0}, 253.0
52.93.93.75, None, [0], {0}, 243.0
100.65.24.0, None, [0], {0, 16509}, 254.0
163.47.159.202, None, [58587], {58587}, 232.0
2a01:578:0:4006:8000:0:6442:878, None, [16509], {16509}, 63.0
2a01:578:0:4006:8000:0:6442:1a02, None, [16509], {16509}, 62.0
100.91.0.19, None, [0], {0, 16509}, 239.0
2a01:578:0:4301:8000:0:6442:15, None, [16509], {16509}, 62.0
2400:6500:0:4701:8000:0:6441:319, None, [38895], {0, 38895}, 45.5
129.250.5.14, 2914, [2914], {2914}, 240.0
203.165.0.193, None, [9824], {9824, 2516}, 236.0
72.31.188.101, 33363, [33363], {33363}, 234.0
100.66.15.206, None, [0], {0}, 252.0
2001:550:2:18::45:2, None, [174], {174}, 48.0
54.239.43.70, None, [0], {0}, 224.0
86.43.11.248, None, [5466], {5466}, 235.0
2400:6500:0:4204:8000:0:6442:421, None, [38895], set(), nan
149.6.184.50, 20860, [174], {20860, 174}, 234.97938144329896
184.104.192.89, None, [6939], {9002, 6939}, 43.364583333333336
2a01:578:0:4301:8000:0:6442:4b, None, [16509], {16509}, 62.0
2800:380:f1:1::b, None, [22927], {52361, 12956, 22927}, 42.35294117647059
52.93.11.0, 38895, [0], {0}, 243.7741935483871
100.91.11.23, None, [0], {0}, 241.0
52.93.37.45, None, [0], {0}, 240.0
2001:4018:1400:16::a254, None, [9150], {9150}, 39.0
2620:107:4000:9001::19, None, [0], {0}, 43.23529411764706
129.250.50.34, None, [2914], {2914, 16509}, 44.5
100.66.27.70, None, [0], {0}, 253.0
100.64.163.29, None, [0], {0}, 239.6
70.168.110.38, 10745, [22773], {10745, 22773}, 234.0
52.93.135.201, None, [0], {0}, 240.83548387096775
100.91.160.129, None, [0], {0}, 233.28947368421052
2620:107:4000:4207:8000:0:6442:4eb, None, [0], set(), nan
200.0.207.56, None, [27750], {16509, 27750}, 244.0
87.226.183.89, 12389, [12389], {0, 12389}, 237.0
100.91.21.50, None, [0], {0}, 240.55712530712532
10.30.3.25, None, [0], set(), nan
213.59.211.245, 12389, [12389], {0, -437, 12389}, 237.72549019607843
2001:41b8:0:ffff::19:8, None, [8365], {-437, 8365}, 48.0
100.91.147.3, None, [0], {0, 16509}, 244.99795081967213
129.250.4.131, 2914, [2914], {0, 2914}, 239.0
129.250.2.169, None, [2914], {55720, 2914}, 233.5
52.93.138.62, None, [0], {0}, 237.0
212.45.35.230, 12414, [12414], {2914, 12414}, 231.7421875
100.91.37.19, None, [0], {0}, 243.2112676056338
54.239.122.247, 16509, [16509], {3786, 16509}, 247.0
2001:1670:9::8e, None, [28885], set(), nan
100.91.4.250, None, [0], {0}, 238.0
2001:2000:3080:f2c::2, None, [1299], {1299, 3356, 3549}, 45.833333333333336
2a01:578:0:ff::5, None, [16509], {-150, 16509}, 46.81437125748503
100.91.9.34, None, [0], {0}, 229.875
100.66.12.4, None, [0], {0}, 253.0
2402:7800:0:1::ad, None, [4826], {4826}, 43.0
17.253.5.203, None, [6185], {6185, 16509}, 53.0
162.241.144.37, None, [46606], {46606}, 39.0
100.91.168.115, None, [0], {0}, 233.5
109.233.180.72, None, [34288], {34288}, 237.0
99.82.177.62, None, [0], {0}, 248.0
2a01:578:0:11::2b, None, [16509], {0, 12956, 16509, 5511}, 53.299727520435965
2c0f:fe40:2::136, None, [30844], {30844}, 61.0
100.91.5.51, None, [0], {0}, 236.66666666666666
52.95.219.173, None, [0], {0, 15169}, 246.0
2a01:578:0:4006:8000:0:6442:441, None, [16509], {16509}, 60.0
2a02:6000::1, None, [35130], {35130, 28716}, 43.0
100.91.13.100, None, [0], {0}, 232.72121212121212
52.93.13.3, 16509, [0], {0}, 245.0
12.122.2.146, 7018, [7018], {7018}, 235.0
2a01:578:0:4200:8000:0:6442:55, None, [16509], {16509}, 62.0
150.222.240.142, None, [0], {0}, 239.78571428571428
52.93.11.30, 38895, [0], {0}, 239.0
52.93.249.118, None, [0], {0}, 241.0
2620:107:4008:233::2, None, [0], {0, 16509, 5511}, 54.982698961937714
172.253.64.90, None, [15169], {15169}, 42.0
149.6.118.210, None, [174], {199422, 174}, 234.484375
129.250.5.253, 2914, [2914], {2914}, 231.90816326530611
52.93.131.64, None, [0], {0}, 236.0
2a03:2a00:0:4::200, None, [15817], {15817}, 44.97894736842105
100.91.36.252, None, [0], {0}, 237.03603603603602
80.82.243.118, None, [28792], {28792, 6939}, 234.19791666666666
129.250.5.12, 2914, [2914], {0, 2914}, 240.5595238095238
2a01:578:0:4006:8000:0:6442:74d, None, [16509], {16509}, 61.0
2001:728:0:5000::1587, None, [2914], {2914, 16509}, 57.31884057971015
2001:500:f1:500::231, None, [198260], {5580, 198260}, 41.0
2001:470:0:2a0::1, None, [6939], {-728, 6939}, 47.18620178041543
208.86.250.253, None, [36444], {36444, 16509}, 41.5632333767927
103.203.158.122, 12389, [-39], {-39, 6939, 12389}, 238.0
84.16.7.37, 25933, [12956], {12956, 25933}, 238.0
2402:800:42ff:235::1, None, [7552], {7552, 1273}, 50.0
173.205.45.106, 4766, [3257], {3257, 4766}, 234.5
185.28.156.2, 60574, [60574], {201011, 24940, 60574}, 43.16493055555556
2800:3f0:8008::1, None, [15169], {0, 15169}, 52.0
54.240.242.77, 16509, [0], {0}, 246.0
52.93.1.70, None, [0], {0, -581}, 237.7235294117647
2001:4c80:0:40b:2e23:3aff:fe2f:c407, None, [2857], {2857, 8365}, 46.0
184.105.223.178, 6939, [6939], {6939}, 49.69896907216495
64.125.28.5, 3064, [6461], {-527, 6762, 6461}, 46.95360824742268
54.239.123.43, 16509, [16509], {0, 16509}, 247.0
185.138.141.130, None, [203329], {203329}, 233.0
2001:428:9001:101::2, None, [209], {209, 1299}, 44.0
84.116.187.93, 6830, [6830], {6830}, 225.52941176470588
2a02:f040:1:1::51, None, [59605], set(), nan
200.14.75.10, None, [-85], {-85, -84}, 237.0
79.125.1.214, None, [16509], set(), nan
2001:688:0:3:8::121, None, [5511], {328126, 5511}, 44.0
5.254.109.43, None, [3223], {3223}, 48.66550522648084
100.91.139.67, None, [0], {0}, 241.69230769230768
2001:728:0:2000::4d, None, [2914], {2914, 34587}, 48.64705882352941
130.180.203.191, None, [20860], {0, 20860}, 234.0
2a01:5b0:0:133::2, None, [8391], {8881, 8391}, 41.989583333333336
85.214.0.33, 6724, [6724], {6724}, 236.75
140.222.234.69, 701, [0], {0, 4637, 701}, 228.0
154.25.5.126, 174, [174], {174}, 238.0
81.0.192.45, None, [15685], set(), nan
100.91.36.40, None, [0], {0}, 241.0
100.91.158.7, None, [0], {0}, 238.2
100.91.163.4, None, [0], {0}, 230.33333333333334
105.16.29.10, 37100, [37100], {0, -533, 37100}, 232.0557103064067
2001:6c8:40::11, None, [3292], {0, 3292}, 48.0
2a01:578:0:4006:8000:0:6442:846, None, [16509], {16509}, 63.0
193.41.88.45, 13032, [13032], {13032, 12687}, 234.83333333333334
52.94.34.17, None, [16509], {0, 2914, 1299, 16509}, 246.9835728952772
2001:5a0:200:400::91, None, [6453], {6453}, 46.53921568627451
54.239.102.86, None, [0], {0}, 235.0
195.34.53.141, 8359, [8359], {-264, 8359}, 224.8
14.35.214.146, 4766, [4766], {4766}, 47.0
52.93.70.195, 16509, [0], {0, -237, 174}, 244.58064516129033
2001:67c:158c:3b3::1, None, [5539], {5539}, 42.979166666666664
196.20.225.74, None, [23889], {0, 23889}, 237.85185185185185
10.0.1.1, None, [0], set(), nan
100.66.12.98, None, [0], {0}, 253.0
213.91.165.187, None, [8866], {0, 1273, 8866, 16509}, 43.61147327249022
2001:1900:2::3:23, None, [3356], set(), nan
2001:4860::c:4001:85d8, None, [15169], {0, 15169}, 52.0
188.1.144.222, 680, [680], {680, -207}, 227.0
52.93.134.116, None, [0], {0}, 240.05128205128204
52.93.16.130, None, [0], {0}, 240.0
52.93.146.118, None, [0], {0}, 243.58095238095237
52.93.15.41, 16509, [0], {0}, 245.0
2620:107:4000:4207:8000:0:6442:46b, None, [0], set(), nan
176.67.177.162, 10474, [10474], {10474}, 234.88541666666666
2a01:578:0:4009:8000:0:6441:bc1, None, [16509], {16509}, 59.0
52.93.16.146, None, [0], {0}, 239.7948717948718
2001:19f0:fc00::a4d:92, None, [0], {0, 20473, 1299, 174}, 46.90494296577947
2001:6c8:40::23, None, [3292], {0, -572, 3292}, 50.224489795918366
2001:4c80:0:40e:beea:faff:fe76:87a8, None, [2857], {2857}, 44.494791666666664
2a01:578:0:9003::1, None, [16509], {16509}, 46.837606837606835
108.170.251.53, 15169, [15169], {15169}, 245.0
100.91.224.2, None, [0], {0}, 234.3859649122807
99.84.208.1, None, [16509], {0, 16509}, 234.0
186.148.62.117, 7004, [7004], {12956, 7004}, 232.0
2607:f4d0:500:7::2, None, [17054], {3356, 17054}, 44.989583333333336
2a01:238:b:f1cc::2, None, [6724], {6724}, 50.0
2a01:578:0:9004::24, None, [16509], {16509}, 42.827586206896555
2001:550:0:1000::9a36:2c89, None, [174], {174}, 45.0
2a01:b740:1:8410::122, None, [714], {35168, 714, -437, 1299, 31133}, 34.044444444444444
1.9.241.178, 17557, [4788], {6939, 4788, 17557}, 232.0
52.95.60.50, None, [0], {0}, 240.0
2620:107:4008:45a::1, None, [0], {0, 16509, 6830}, 57.5
54.239.45.239, 16509, [0], {0}, 230.5
100.91.189.119, None, [0], {0}, 228.0
52.93.146.44, None, [0], {0, 16509}, 235.0
2a01:578:0:12::2e, None, [16509], {0, 6677, 3257, 12956, 16509}, 54.433234421364986
2405:4800::1112:113a:2, None, [18403], {18403}, 45.5
100.66.0.254, None, [0], {0, 16509}, 254.0
2001:688:0:3:8::fd, None, [5511], {12479, 5511}, 41.0
2607:f380::118:9a40:b1b1, None, [2152], {2152, 2153, 6939}, 45.964285714285715
2620:107:4000:2210:8000:0:340f:1d, None, [0], set(), nan
138.204.228.1, None, [61506], {0, 61506, 16509}, 62.0
93.176.94.194, None, [31027], {-207, 31027}, 236.5
100.91.198.73, None, [0], {0, 16509}, 226.71428571428572
2001:1438:10:2::52, None, [8881], {8881, 13237}, 43.2421875
100.64.17.7, None, [0], {0, 16509}, 252.0
150.222.241.203, None, [0], {0}, 231.0
201.125.66.5, 19373, [0], {0, 2914, 6453}, 236.52032520325204
2001:1a10:0:bb:8781::52, None, [8781], {8781}, 42.17894736842105
54.239.43.137, None, [0], {0}, 238.74285714285713
52.95.54.160, None, [0], {0}, 237.5
2001:418:0:2000::96, None, [2914], {2914}, 48.166666666666664
100.91.199.14, None, [0], set(), nan
100.91.29.19, None, [0], {0}, 243.94
2a01:578:0:4009:8000:0:6442:45b, None, [16509], {16509}, 59.75
2607:7c80:54:6::13, None, [7247], {64260, 7247}, 44.0
2a00:9600:8430::1, None, [25605], {6461, 25605}, 43.0
129.250.3.159, 2914, [2914], {2914}, 237.51295336787564
2001:850:1:100::2, None, [8447], set(), nan
77.109.128.61, 13030, [13030], {13030}, 53.0
108.170.229.180, None, [15169], {0, 15169}, 51.0
100.91.7.83, None, [0], {0}, 244.0
52.93.14.119, 16509, [0], {0}, 245.0
198.143.61.1, None, [19551], {16509, 19551}, 45.0
54.239.107.80, 16509, [0], set(), nan
203.116.189.178, 38861, [38861], {38861}, 240.0
190.152.88.10, None, [28006], {1299, 22724, 28006}, 241.0
100.91.163.119, None, [0], {0}, 228.5
2a01:578:0:4200:8000:0:6442:47, None, [16509], {16509}, 62.0
2407:8000:15:29::1, None, [9381], set(), nan
100.91.147.5, None, [0], {0, 16509}, 245.0
52.95.64.160, None, [38895], {38895}, 240.3
100.91.13.129, None, [0], {0}, 239.0
52.94.33.129, 16509, [16509], {16509}, 247.0
203.219.107.194, 2764, [7545], {7545, 2764, 9942}, 234.0
193.171.255.2, None, [1853], {-816, 16509, 1853}, 37.185763888888886
4.69.142.130, None, [3356], {3356, 3549}, 50.0
52.93.16.107, None, [0], {0, 2914, 174, 1299, 16509}, 247.0
52.93.135.38, None, [0], {0}, 237.36065573770492
100.91.198.37, None, [0], {0}, 231.01063829787233
124.211.14.14, 9824, [2516], {9824, 2516}, 237.0
2001:630:0:900d::4e, None, [786], {786}, 43.25
52.93.129.166, None, [0], {0, 16509}, 231.0
52.93.112.5, None, [0], {0}, 237.0
150.222.1.80, None, [0], {0}, 240.0
17.253.57.212, 6185, [6185], {6185, 714}, 54.0
2604:6840:1500:200::5, None, [12989], {0, 12989, 174}, 47.0
124.158.224.90, 24218, [24218], {24218}, 224.0
81.52.200.178, None, [5511], {0, 5511}, 246.0
100.91.167.49, None, [0], {0}, 236.0
177.75.70.198, 53087, [53087], {53087}, 223.0
112.190.32.22, 4766, [4766], {4766}, 230.0
2001:688:0:2:7::7a, None, [5511], {0, 5511}, 55.0
54.239.53.44, 38895, [16509], {0, 16509}, 241.7336448598131
100.65.8.193, None, [0], {0, 16509}, 249.09259259259258
100.91.39.70, None, [0], {0, 16509}, 234.0
87.245.232.69, None, [9002], set(), nan
176.32.125.243, 16509, [0], {0}, 247.0
52.95.52.49, None, [0], {0, -253}, 239.0
2a01:578:0:4009:8000:0:6442:8b6, None, [16509], {16509}, 63.0
103.39.246.254, None, [133720], {133720, 9498}, 36.0
2a01:578:0:4102:8000:0:6442:fe, None, [16509], {16509}, 63.0
130.206.245.89, 766, [766], {21320, 766}, 236.20572916666666
52.95.218.141, None, [0], {0, 1239}, 241.91954022988506
2001:450:2001:1000:0:670:1616:8241, None, [3549], {3549}, 44.0
100.91.189.83, None, [0], {0, 16509}, 227.91063829787234
54.239.43.4, None, [0], {0}, 238.5
100.91.207.111, None, [0], {0}, 235.33333333333334
194.126.159.1, None, [35003], {35003, 15598}, 45.494791666666664
52.94.82.191, None, [16509], {0, 16509}, 247.0
192.65.184.213, 513, [513], {513, 293}, 231.0
2620:107:4008:606::1, None, [0], {0, 16509}, 61.0
2804:1a04:0:3::2a5, None, [61832], {61832}, 223.0
49.255.255.13, 4826, [4826], {0, 4826}, 233.68733850129198
52.95.60.27, None, [0], {0, 1299, 16509}, 247.0
2001:668:0:3:ffff:1:0:385, None, [3257], set(), nan
2001:668:0:2:ffff:0:5995:824a, None, [3257], {3257}, 50.833333333333336
54.239.114.187, None, [0], {0, 3265, 7366}, 237.77941176470588
100.66.8.110, None, [0], {0, 16509}, 253.69767441860466
64.95.158.194, 19024, [29791], {29791}, 237.0
202.84.141.229, None, [4637], {4637}, 240.0
100.91.176.129, None, [0], {0}, 233.14285714285714
112.174.85.29, 4766, [4766], {4766}, 234.33333333333334
2001:4450:4:6000::57, None, [9299], {9299}, 44.0
2001:19f0:fc00::a47:22, None, [0], {0, 2914}, 43.0
100.100.76.8, None, [0], {0}, 232.31578947368422
193.218.0.14, 43561, [-566], {-23, -566, 43561}, 239.0
2a01:578:0:12::3b, None, [16509], {3257, 16509}, 55.97241379310345
177.136.82.138, None, [262589], {262589}, 240.0
52.93.145.67, None, [0], {0}, 228.0
187.185.228.246, None, [0], {0, 18734}, 44.0
31.22.87.81, None, [8455], set(), nan
213.242.124.29, None, [3356], set(), nan
54.239.101.115, None, [0], {0, 16509}, 246.66666666666666
94.77.210.253, 47794, [47794], {47794}, 240.0
58.229.14.94, 9318, [9318], {9318}, 242.0
52.93.144.143, None, [0], {0}, 225.0
