2404:8e01:feed:ff00::b, None, [55392], set(), nan
159.127.160.1, None, [21935], {0, 21935}, 52.0
2001:de8:4::1:5169:1, None, [-254], {15169, -254, 41095, 36236, 45494, 14907, 6939, 15133, 36351}, 62.31098430813124
193.134.95.71, None, [0], set(), nan
2001:12e0:100:1017:a001:1025:a002:10, None, [0], {0}, 60.0
62.53.8.187, 6805, [6805], {6805}, 252.0
192.33.4.12, None, [2149], {2149, 174}, 50.04347826086956
145.145.176.43, None, [1103], {15169, 1103}, 250.0
2001:4860:1:1::def, None, [15169], {0, 15169, -668, 28598, 12956, 262589}, 54.0
187.100.197.216, None, [27699], set(), nan
2001:668:0:2:ffff:0:d5fe:e76e, None, [3257], {3257}, 57.0
209.85.248.126, 15169, [15169], {15169}, 248.032
2a00:1418:f:1003::1, None, [41391], set(), nan
185.124.72.2, None, [203228], set(), nan
2001:4860:0:1::1b39, None, [15169], {15169, -377, -207, 3320, 3257}, 59.526315789473685
94.77.252.90, None, [47794], {47794}, 55.0
193.191.3.86, 2611, [2611], {-437, 2611}, 244.0
109.195.120.18, 51819, [51819], {9049, 51819}, 241.0
64.125.26.43, None, [6461], {6461}, 244.0
2001:4860:0:1::72d, None, [15169], {0, 15169, -576, 6848, -150, -268}, 58.906976744186046
2001:470:0:11d::1, None, [6939], set(), nan
195.245.0.240, 6735, [6735], set(), nan
2001:4ba0:ffe9:7::2, None, [24961], set(), nan
84.116.130.173, 6830, [6830], {15169, 6830}, 237.0
119.4.108.169, None, [4837], {4837}, 237.0
172.253.77.101, None, [15169], set(), nan
91.215.150.44, None, [34612], {34612, -747}, 244.34722222222223
109.69.8.193, 49835, [49835], set(), nan
4.15.104.5, 3356, [3356], {3356, 36444}, 252.0
50.21.165.218, None, [29909], {29909, 395766}, 53.607142857142854
2001:418:0:2000::2, None, [2914], {2914}, 48.0
206.108.17.62, None, [852], set(), nan
2001:4860:0:1::2683, None, [15169], {15169}, 60.0
216.111.90.125, None, [209], {15169, 209, 0}, 247.0
2003:c5:3f16:700:5e49:79ff:fedd:f143, None, [3320], set(), nan
2a01:170:0:2:3:5:0:1, None, [8820], set(), nan
84.116.203.254, 6830, [6830], {50170, 6830}, 242.50785340314135
240e::11:21:4102, None, [4134], {4134}, 52.0
2620:107:4000:2210:8000:0:d8b6:edd7, None, [0], set(), nan
2001:1a80:1:113::2, None, [20676], set(), nan
2001:4860::9:4001:b1b6, None, [15169], {15169}, 57.94915254237288
46.227.203.230, None, [41495], {3257, 41495}, 51.0
54.239.41.179, 16509, [0], {0}, 234.0
2001:bf7:380::4, None, [44194], set(), nan
2003:0:ff00:2::1, None, [3320], set(), nan
2607:f8b0:4008:80f::2004, None, [15169], {15169}, 59.0
178.18.225.42, None, [-905], {15169, 200161, -905, 31514, 24955}, 250.99305555555554
10.100.129.22, None, [0], set(), nan
108.170.251.141, 15169, [15169], {15169, 39642, 25291, 3223}, 245.49238578680203
2a02:181f:0:8161::1, None, [6848], {6848, 15169}, 63.0
2a00:cc0::e:1, None, [13237], {15169, 42442, 13237}, 63.0
154.54.29.174, 174, [174], {174}, 243.0
107.162.216.5, None, [55002], {3491, 1299, 6453, 3257, 55002}, 53.50261780104712
81.21.200.38, 8726, [8726], set(), nan
213.186.23.18, None, [44306], {0, 44306}, 252.0
2001:4860:0:100b::3, None, [15169], {15169, 17676}, 57.0
200.115.81.201, None, [-89], set(), nan
52.93.240.39, None, [0], {0, 16509}, 235.0
64.125.29.203, 6461, [6461], {15169, 6461}, 239.0
192.168.65.37, None, [0], set(), nan
209.85.240.19, None, [15169], {15169}, 246.4950495049505
54.239.44.140, 16509, [0], {0}, 238.57142857142858
188.64.145.227, None, [34574], set(), nan
2a02:490:2100:400::514b:fffe, None, [20811], set(), nan
2401:7000:0:a6::1, None, [45177], {15169, 45177, 61138}, 63.0
2a01:e03:6:1700::ffff, None, [12322], set(), nan
2003:0:8904:2000::1, None, [3320], {3320, 15169}, 63.0
108.170.243.175, 15169, [15169], {15169}, 250.0
209.85.254.139, 15169, [15169], {15169}, 250.36220472440945
206.248.155.9, 5645, [5645], {5645}, 250.11764705882354
74.125.243.227, None, [15169], {15169, 39122}, 251.0
194.29.243.78, 20647, [20647], {-268, 20647}, 244.66666666666666
185.51.192.48, None, [60781], {1299, 60781}, 51.5
152.195.80.35, None, [15133], {-212, 15133}, 55.0
209.85.248.92, 15169, [15169], {15169}, 248.0
2003:f1:9bc4:d900:cece:1eff:fef0:830d, None, [3320], set(), nan
105.16.8.14, 37100, [37100], {37100}, 238.0
154.54.56.13, 174, [174], {37288, 174}, 240.0
2a00:1450:400e:806::2004, None, [15169], {3320, 15169, 48137}, 57.0
2404:8e00:feed:ff0d::2, None, [55391], {15169, 55391}, 60.328947368421055
2a02:120:0:200::1:11, None, [29396], set(), nan
54.239.101.57, 16509, [0], {0}, 244.0
209.198.8.1, None, [6921], {6921, 53340}, 51.017361111111114
2001:4860:0:1::1b13, None, [15169], {15169}, 58.59183673469388
2001:1bd0:1:c::1, None, [28716], {28716, 199613}, 55.0
2001:8b8:7:1::1, None, [20569], set(), nan
2a02:c7f:da08:de00::1, None, [5607], set(), nan
2a00:1d50:1::c9, None, [47605], set(), nan
74.125.244.133, None, [15169], {15169, -892, 29076, -619, 20764}, 251.64285714285714
194.149.169.85, None, [0], set(), nan
5.53.3.104, None, [12956], {12956}, 242.0
2001:7c0:2:10d1::, None, [553], set(), nan
2620:10a:80ab::56, None, [394354], {15169, 394354}, 61.0
206.81.81.104, 7155, [-728], {-728, 15169}, 244.0
74.125.245.226, None, [15169], {15169, -507}, 251.97938144329896
89.149.183.10, None, [3257], {15169, 3257}, 244.4
129.250.2.120, 2914, [2914], {2914}, 246.0
2a01:578:0:12::3e, None, [16509], set(), nan
178.236.140.1, 56724, [56724], set(), nan
2a00:1e48:1:1::1:22, None, [20485], set(), nan
192.136.136.221, None, [10745], {10745}, 50.0
2804:14d:5e80::1, None, [28573], set(), nan
2a03:a860:10:a67::2, None, [34587], {2914, 34587}, 54.93103448275862
61.237.0.5, 9394, [9394], {9394}, 237.0
188.172.217.85, None, [42473], set(), nan
185.1.95.44, None, [-747], {15169, -747, 43414}, 245.5
72.14.215.228, None, [15169], {15169, 31655}, 251.0
213.172.120.18, None, [25394], set(), nan
2a02:b98::1:1, None, [12897], {15169, 12897}, 61.0
41.222.0.191, None, [36997], {30844, 36997}, 241.0
2001:4860:1:1:0:868::, None, [15169], {2152, 15169, 195, 7377}, 59.08196721311475
2001:4860:0:1::41b, None, [15169], {15169, -438, -437, 5607}, 59.42307692307692
fc00::12, None, [0], {0, 15169}, 62.0
84.116.140.9, 6830, [6830], set(), nan
213.168.179.133, 15614, [15614], {0, 15169, 15614}, 254.0
84.116.130.10, 6830, [6830], {6830}, 236.0
2001:4860:1:1:0:1dda::, None, [15169], {15169, 7642}, 62.0
2a00:1450:4007:80c::2004, None, [15169], {15169, 5410}, 56.94117647058823
109.110.64.149, None, [35816], set(), nan
2400:6500:0:4::5, None, [38895], {38895}, 43.0
89.149.140.197, 4436, [3257], {15169, 3257}, 250.0
2001:4860:0:1::1b0b, None, [15169], {15169}, 58.02325581395349
2001:418:0:2000::11, None, [2914], {2914}, 56.0
178.32.135.230, None, [16276], {15169, 16276}, 248.0
2001:2000:3080:15ff::1, None, [1299], set(), nan
94.125.133.237, 48961, [48961], {48961, 42689}, 242.5
72.14.217.236, None, [15169], {15169, 1299}, 253.0
2001:7e8:8f01:805::1, None, [6661], set(), nan
189.246.125.133, 8151, [0], {0}, 243.0
2001:268:fa00:200::1007, None, [2516], {15169, 2516}, 59.5
63.130.127.213, None, [1273], set(), nan
129.250.50.30, 2914, [2914], {2914}, 51.0
2a01:728:401:2::2, None, [16347], set(), nan
2a02:c7f:3c03:d900::1, None, [5607], set(), nan
103.83.6.10, None, [23947], {0, 23947}, 242.87878787878788
77.241.206.42, None, [-58], {0, 15169, -58, 62282, 15440, 2847}, 251.37759336099586
2001:728:0:2000::239, None, [2914], {2914}, 59.0
212.73.204.13, 3356, [3356], {15169, 3356, 21175}, 63.0
195.42.144.41, 8839, [-250], {15169, -250, 8839}, 247.0
216.239.49.184, 15169, [15169], {15169}, 249.0
194.134.161.172, None, [5390], {5390}, 252.0
61.6.255.10, None, [10094], set(), nan
10.222.70.6, None, [0], set(), nan
195.144.98.109, None, [5588], set(), nan
78.111.72.105, None, [33984], set(), nan
74.125.147.0, None, [15169], {15169, 39386}, 249.0
129.250.6.129, None, [2914], {2914}, 240.0
2001:4860:1:1::f97, None, [15169], {0, 6661, 28186, 8218, 8220, 553, 28716, 42541, 559, 12337, 8758, 30781, 8767, 57407, 6724, 12874, 12876, 1101, 1103, 20559, 42065, 28760, 12897, 28773, 1140, 25220, 6799, 6805, 51862, -359, 8866, 50343, 20647, -854, 8881, 25291, 24785, 15576, 200924, 8926, 39647, 1764, 8422, 17639, 48362, 8426, 196844, 37100, 3326, -767, 2818, 3333, 8455, -756, -747, 9498, 6939, 20764, 286, 20766, 9002, 13101, 205614, -207, 31027, 201011, 198967, 15169, 20811, 43350, 12637, 41313, -150, 8560, 7552, 60294, 41887, 12713, 60330, 58291, 13237, 12731, -67, 29632, 13249, 12741, 50629, -566, 197595, 21473, 39912, 39923, 61438}, 50.29319371727749
2001:4860:0:11d9::1, None, [15169], {15169, 1403}, 60.0
2001:b000:88:5:22:2221:2:2, None, [3462], set(), nan
62.154.15.162, 3320, [3320], set(), nan
108.170.236.250, 15169, [15169], {15169}, 246.74301675977654
108.170.253.25, 15169, [15169], {23520, 15169, 0}, 247.89655172413794
52.95.31.163, None, [16509], {16509}, 236.1
81.228.91.209, None, [3301], set(), nan
52.95.64.187, None, [38895], {38895}, 235.0
91.216.219.9, None, [15954], set(), nan
192.168.230.110, None, [0], set(), nan
202.183.138.122, None, [7568], {7568, 15169}, 240.0
2001:5a0:1d00:100::8e, None, [6453], {45899, 6453}, 55.0
130.59.38.110, 559, [559], {15169, 559}, 253.0
108.170.235.159, 15169, [15169], {15169}, 251.0
108.170.246.15, None, [15169], {15169, 714, 1299, 11164}, 249.0
2a01:358:1000:40::1, None, [9121], {9121, 9021}, 61.0
2001:5a0:1b00:100::72, None, [6453], {6453, 13335}, 48.0
2001:5a0:2300:200::69, None, [6453], {0, 6453}, 61.0
2c0f:feb0:1:2::582, None, [37100], set(), nan
2001:559::b56, None, [7922], {7922}, 55.72222222222222
185.89.136.26, None, [12709], {12709}, 252.0
172.17.116.117, None, [0], set(), nan
72.14.202.214, None, [15169], {0, 15169}, 251.14243323442136
2001:67c:14c::10, None, [33988], {33988}, 57.0
65.22.12.230, None, [33280], {33280, 3257}, 52.17460317460318
2a01:e03:1::22, None, [12322], {12322}, 59.0
173.219.197.150, None, [19108], {15169, 19108}, 252.0
212.2.127.233, 8374, [8374], set(), nan
10.1.31.1, None, [0], set(), nan
116.213.22.56, None, [55569], {15169, 55569}, 53.0
74.125.243.117, None, [15169], {15169, -755}, 245.9206349206349
173.16.126.1, None, [30036], {30036}, 54.0
2001:4860:1:1:0:1:0:34, None, [15169], {15169, 8821}, 61.0
2a00:d00:1:11::1, None, [41887], set(), nan
172.253.71.129, None, [15169], {15169}, 247.0
142.47.202.45, 19752, [19752], {19752}, 243.0
2001:4860:0:1::3e1, None, [15169], {15169}, 56.0
12.122.28.41, 7018, [7018], {7018}, 241.0
62.140.27.125, None, [3356], {15169, 3356, 30950}, 61.0
2a03:90c0:161:1:253::228, None, [199524], {199524, 174}, 51.5
150.101.175.170, None, [4739], {4739}, 47.68981481481482
62.115.136.79, 5518, [1299], {1299}, 237.0
2001:4860:0:7b::1, None, [15169], {15169, 8151}, 58.77981651376147
41.57.108.5, None, [36866], {36866}, 252.0
195.42.145.65, None, [-250], {0, 15169, -250, 8839, 59689, 60362, 16363, 197133, 35600, 62000, 29169, 8565, 50620, 196670}, 253.03886010362694
2001:668:0:3:ffff:1:0:54d, None, [3257], {15169, 3257, 12775}, 62.0
2001:4860:1:1::25a, None, [15169], {3215, 15169, 5511}, 54.05235602094241
139.162.27.28, None, [63949], {63949}, 49.42857142857143
108.170.245.165, 45566, [15169], {53065, 15169}, 248.0
2404:a800:3a00:2::5e, None, [9498], {0, 9498}, 55.0
108.170.247.33, 15169, [15169], {-256, 15169, 0, -342, -497}, 250.95416666666668
195.22.198.158, None, [6762], {0, 6762}, 252.0
154.54.46.194, None, [174], {174}, 244.0
62.115.142.215, 1299, [1299], {1299}, 238.0
197.155.94.74, 30844, [30844], {30844}, 241.25
173.219.233.235, None, [19108], {15169, 19108}, 251.0
80.67.163.251, None, [20766], {-285, 6453, 20766}, 53.5945945945946
108.170.249.101, None, [15169], {15169, 13335}, 249.0
202.187.48.1, None, [9930], set(), nan
2620:0:1cff:dead:beef::17ca, None, [32934], {32934}, 57.0
72.14.214.212, None, [15169], {15169, 4637}, 58.0
63.218.219.162, None, [3491], {55002, 3491}, 245.8095238095238
2a01:3e0:ff80:100::92, None, [6453], {6453}, 56.0
2a09:11c0:f1:bbf2::1, None, [0], set(), nan
185.1.50.103, 42352, [-809], {42352, 15169, -809}, 53.5
5.104.137.153, None, [43350], set(), nan
2001:4860:0:1::e8e, None, [15169], {15169, 8866}, 60.0
212.59.12.194, None, [8764], {8764}, 57.0
2a02:6f00:c0:200::3, None, [197692], set(), nan
108.170.253.84, None, [15169], {15169, -186}, 251.16012084592145
62.214.38.225, None, [8881], set(), nan
2a00:1450:4017:808::2004, None, [15169], {15169, 6939}, 51.11764705882353
2a05:f480:1000:dad:5400:2ff:fe1c:17f1, None, [20473], {20473, 2914}, 51.979166666666664
92.60.104.86, None, [45014], {45014}, 49.5
72.14.234.33, 15169, [15169], {15169}, 248.0
2001:2000:4018:16a::1, None, [3301], {15169, 3301}, 61.0
2001:558:0:f588::2, None, [7922], set(), nan
172.253.51.110, None, [15169], {15169}, 244.0
2001:470:0:431::1, None, [6939], {15169, -359, 6939}, 61.0
72.14.212.38, 15169, [15169], {15169, 37100}, 253.0
2001:4860:0:1::195a, None, [15169], {15169}, 60.0
221.183.13.2, 9808, [9808], {9808}, 236.0
66.51.2.77, 13649, [13649], {13649, 3356}, 238.0
149.3.181.145, None, [6762], set(), nan
218.100.52.3, 15169, [-342], {0, 15169, 45638, -342, 7594, 136557, 20473}, 252.22835820895523
2a02:8100:6:2::104:991, None, [31334], {15169, 31334}, 62.0
72.14.223.30, None, [15169], {15169, 26801}, 253.0
206.41.108.12, None, [-743], {0, 15169, 52468, -743, 20473, 33182}, 251.57142857142858
52.93.101.49, 16509, [0], {0}, 241.7
108.170.242.198, 15169, [15169], {15169, 3491, 16509}, 243.546875
2001:4860:0:1110::14, None, [15169], {15169}, 60.0
2003:c5:3f0e:c200:5e49:79ff:fedd:f143, None, [3320], set(), nan
108.170.232.198, 15169, [15169], {15169}, 249.0
2804:a8::200:244:27:125, None, [4230], {4230}, 52.0
173.192.118.134, None, [36351], set(), nan
2001:504:36::f9cd:0:1, None, [-191], {-191, 201011, 63949}, 56.0
103.16.203.89, None, [24309], set(), nan
2001:861:45c0:7890::bb0c, None, [5410], set(), nan
129.250.2.132, 2914, [2914], {2914}, 246.0
101.100.165.3, None, [56300], set(), nan
2001:4860:1:1::902, None, [15169], {52424, 15169}, 60.0
52.95.1.134, 16509, [16509], {16509}, 228.0
213.59.232.242, None, [12389], set(), nan
194.149.163.125, None, [0], set(), nan
108.170.251.203, 15169, [15169], {15169, 21413, 680, 553, -207, 22616}, 246.18424396442185
108.170.245.33, 15169, [15169], {15169, -541, 35236, 2852, 34779, -738, -641}, 59.059422750424446
192.168.20.2, None, [0], set(), nan
62.115.145.221, None, [1299], {1299}, 54.0
108.170.234.27, 15169, [15169], {15169}, 250.0
213.227.178.32, None, [42473], {42473, 37100}, 244.0
2c0f:fc00:0:8::5, None, [3741], set(), nan
1.2.3.5, None, [0], set(), nan
41.204.180.153, 36914, [36914], set(), nan
2a02:2330:c:7::1, None, [12578], set(), nan
46.238.123.36, None, [13110], set(), nan
62.157.251.213, None, [3320], set(), nan
78.131.3.113, None, [20845], {20845}, 248.0
89.222.200.114, 34123, [34123], {15169, 34123}, 252.5
2402:800:6350:10e::1, None, [7552], {7552, 0, 15169}, 52.833333333333336
2001:610:b08:b0::11, None, [1103], {1103}, 54.0
181.96.113.135, None, [0], {0, 15169}, 241.0
2001:780:5:b::1, None, [12337], set(), nan
2001:4e0:0:201::, None, [2381], {2381}, 61.0
202.58.129.5, None, [17828], {17828}, 252.0
108.170.240.172, 15169, [15169], {-736, 15169, -254, 132167}, 247.84745762711864
69.79.100.51, None, [23520], {23520, 15169}, 244.49740932642487
2600:804:2::3a, None, [701], {15133, 701}, 57.0
2001:638:206:4::1, None, [680], set(), nan
94.155.94.22, 9070, [9070], set(), nan
62.115.136.23, 1299, [1299], {1299}, 250.0
108.170.240.161, 15169, [15169], {-736, 15169, -254}, 59.75
84.46.115.225, None, [15943], set(), nan
5.101.111.253, None, [14061], {0, 15169, 14061}, 59.0
54.239.101.110, 16509, [0], {0}, 243.0
2001:4b78:0:f009::1, None, [12637], {15169, 12637}, 61.0
2001:568:ff00:f::181, None, [0], set(), nan
68.1.1.61, None, [22773], {22773}, 251.0
2003:0:8a00:9000::1, None, [3320], {3320, 15169}, 63.0
74.125.243.131, None, [15169], {15169, 9092, -755, 8758}, 245.7119341563786
2607:f8b0:4012:80b::2004, None, [15169], {15169, 8151}, 55.833333333333336
2001:c28:5:f249::1, None, [4685], set(), nan
52.93.132.204, None, [0], {0, 14618}, 234.0
172.21.240.178, None, [0], {0, 47474}, 252.0
52.95.36.116, 16509, [0], {0}, 240.5
188.254.62.1, 12389, [12389], {15169, 12389, -514}, 254.0
171.102.250.150, None, [7470], {7470}, 234.0
168.197.21.141, 16735, [0], {0}, 241.0
209.85.247.4, 15169, [15169], set(), nan
78.153.192.47, 39122, [39122], {39122, -381}, 242.0
96.127.249.30, 1403, [1403], set(), nan
50.28.96.53, None, [53824], {53824}, 241.0
194.186.7.202, 3216, [3216], set(), nan
186.12.144.3, None, [11664], {11664, 19037}, 240.0
2001:668:0:3:ffff:1:0:51, None, [3257], {3257}, 61.0
193.180.242.94, 199150, [199150], {-714, 199150}, 241.0
2001:4dd0:a2b:12a:dc40::c, None, [8422], set(), nan
185.54.120.108, None, [5539], {5539}, 50.28
82.202.251.34, None, [49505], {49505}, 239.0
52.93.101.25, 16509, [0], {0}, 239.69230769230768
2001:868:0:4::24:1, None, [12731], set(), nan
172.253.75.91, None, [15169], {15169}, 60.0
10.40.175.253, None, [0], {0, 15169}, 254.0
10.10.0.2, None, [0], set(), nan
10.135.16.1, None, [0], set(), nan
4.69.206.94, 3356, [3356], {15169, 3356}, 61.58461538461538
185.197.176.1, None, [206060], {48832, 206060}, 238.0
195.200.254.62, 196670, [196670], {15169, 196670, -250}, 54.36363636363637
178.132.82.137, None, [57344], set(), nan
2a01:c500:4000::610:1:1203, None, [12479], set(), nan
92.60.104.177, 45014, [45014], {45014}, 48.5
72.14.208.130, 15169, [15169], {0, 15169}, 57.0
77.70.7.1, None, [35141], {0, 15169, 35141}, 254.0
10.255.15.226, None, [0], set(), nan
93.152.177.193, None, [31250], set(), nan
12.87.75.114, 7018, [7018], {7018}, 51.0
2001:4860::c:4000:de40, None, [15169], {15169}, 59.77777777777778
52.93.131.91, None, [0], {0}, 235.69117647058823
81.228.86.39, None, [3301], set(), nan
74.125.245.197, None, [15169], {15169, -398, -533}, 246.0095238095238
2a01:e00:201c:f836:8c9a::ffff, None, [12322], set(), nan
